title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,movie_id,averagerating,numvotes
Charlie Countryman,MNE,11700.0,,2013,tt1196948,Charlie Countryman,The Necessary Death of Charlie Countryman,2013,103.0,"Comedy,Drama,Romance",tt1196948,6.4,25356
Just Like a Woman,Cohen,11400.0,,2013,tt1855236,Just Like a Woman,Just Like a Woman,2012,87.0,Drama,tt1855236,5.5,2447
So Young,CL,11200.0,,2013,tt2765340,So Young,Zhi wo men zhong jiang shi qu de qing chun,2013,131.0,Drama,tt2765340,6.4,1806
Welcome to the Punch,IFC,9700.0,,2013,tt1684233,Welcome to the Punch,Welcome to the Punch,2013,99.0,"Action,Crime,Thriller",tt1684233,6.1,30538
Clandestine Childhood,IFC,9000.0,,2013,tt1726888,Clandestine Childhood,Infancia clandestina,2011,112.0,Drama,tt1726888,7.1,2152
Finding Mr. Right,CL,6900.0,,2013,tt2169322,Finding Mr. Right,Bei Jing yu shang Xi Ya Tu,2013,121.0,Comedy,tt2169322,6.4,2027
Paradise: Hope,Strand,6700.0,,2013,tt2371834,Paradise: Hope,Paradies: Hoffnung,2013,92.0,Drama,tt2371834,6.7,3795
Paradise: Faith,Strand,6500.0,,2013,tt2371824,Paradise: Faith,Paradies: Glaube,2012,115.0,Drama,tt2371824,6.8,3815
The Guillotines,WGUSA,5300.0,,2013,tt1847713,The Guillotines,Xue di zi,2012,112.0,"Action,Drama",tt1847713,4.8,1213
The Stroller Strategy,Rialto,3500.0,,2013,tt2520516,The Stroller Strategy,La stratégie de la poussette,2012,90.0,Comedy,tt2520516,5.5,776
What Richard Did,Trib.,2700.0,,2013,tt2092011,What Richard Did,What Richard Did,2012,88.0,Drama,tt2092011,6.3,4298
Caught in the Web,Vita.,1100.0,,2013,tt2259360,Caught in the Web,Sou suo,2012,117.0,Drama,tt2259360,6.5,858
I Spit on Your Grave 2,Anch.,800.0,,2013,tt2537176,I Spit on Your Grave 2,I Spit on Your Grave 2,2013,106.0,"Horror,Thriller",tt2537176,5.7,24100
Into the White,Magn.,700.0,,2013,tt1876277,Into the White,Into the White,2012,104.0,"Action,Biography,Drama",tt1876277,7.2,18040
Storage 24,Magn.,100.0,,2013,tt1986953,Storage 24,Storage 24,2012,87.0,"Action,Horror,Mystery",tt1986953,4.4,6229
Transformers: Age of Extinction,Par.,245400000.0,858600000,2014,tt2109248,Transformers: Age of Extinction,Transformers: Age of Extinction,2014,165.0,"Action,Adventure,Sci-Fi",tt2109248,5.7,283486
The Hobbit: The Battle of the Five Armies,WB (NL),255100000.0,700900000,2014,tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014,144.0,"Adventure,Fantasy",tt2310332,7.4,438621
Guardians of the Galaxy,BV,333200000.0,440200000,2014,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,2014,121.0,"Action,Adventure,Comedy",tt2015381,8.1,948394
Maleficent,BV,241400000.0,517100000,2014,tt1587310,Maleficent,Maleficent,2014,97.0,"Action,Adventure,Family",tt1587310,7.0,305832
The Hunger Games: Mockingjay - Part 1,LGF,337100000.0,418200000,2014,tt1951265,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,2014,123.0,"Action,Adventure,Sci-Fi",tt1951265,6.6,379050
X-Men: Days of Future Past,Fox,233900000.0,513900000,2014,tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,2014,132.0,"Action,Adventure,Sci-Fi",tt1877832,8.0,620079
Captain America: The Winter Soldier,BV,259800000.0,454500000,2014,tt1843866,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014,136.0,"Action,Adventure,Sci-Fi",tt1843866,7.8,666252
Dawn of the Planet of the Apes,Fox,208500000.0,502100000,2014,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014,130.0,"Action,Adventure,Drama",tt2103281,7.6,390199
The Amazing Spider-Man 2,Sony,202900000.0,506100000,2014,tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014,142.0,"Action,Adventure,Sci-Fi",tt1872181,6.6,388363
Interstellar,Par.,188000000.0,489400000,2014,tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",tt0816692,8.6,1299334
Big Hero 6,BV,222500000.0,435300000,2014,tt2245084,Big Hero 6,Big Hero 6,2014,102.0,"Action,Adventure,Animation",tt2245084,7.8,371204
How to Train Your Dragon 2,Fox,177000000.0,444500000,2014,tt1646971,How to Train Your Dragon 2,How to Train Your Dragon 2,2014,102.0,"Action,Adventure,Animation",tt1646971,7.8,278205
American Sniper,WB,350100000.0,197300000,2014,tt2179136,American Sniper,American Sniper,2014,133.0,"Action,Biography,Drama",tt2179136,7.3,401915
Rio 2,Fox,131500000.0,368600000,2014,tt2357291,Rio 2,Rio 2,2014,101.0,"Adventure,Animation,Comedy",tt2357291,6.3,72209
Lucy,Uni.,126700000.0,336700000,2014,tt2872732,Lucy,Lucy,2014,89.0,"Action,Sci-Fi,Thriller",tt2872732,6.4,403194
Lucy,Uni.,126700000.0,336700000,2014,tt6142034,Lucy,Lucy,2016,40.0,Documentary,tt6142034,7.0,6
Penguins of Madagascar,Fox,83400000.0,289700000,2014,tt1911658,Penguins of Madagascar,Penguins of Madagascar,2014,92.0,"Adventure,Animation,Comedy",tt1911658,6.7,72551
Edge of Tomorrow,WB,100200000.0,270300000,2014,tt1631867,Edge of Tomorrow,Edge of Tomorrow,2014,113.0,"Action,Sci-Fi",tt1631867,7.9,546284
Gone Girl,Fox,167800000.0,201600000,2014,tt2267998,Gone Girl,Gone Girl,2014,149.0,"Drama,Mystery,Thriller",tt2267998,8.1,761592
Night at the Museum: Secret of the Tomb,Fox,113700000.0,249500000,2014,tt2692250,Night at the Museum: Secret of the Tomb,Night at the Museum: Secret of the Tomb,2014,98.0,"Adventure,Comedy,Family",tt2692250,6.2,93103
Noah,Par.,101200000.0,261399999,2014,tt1091821,Noah,Noah,2012,,Animation,tt1091821,5.6,223
Noah,Par.,101200000.0,261399999,2014,tt1959490,Noah,Noah,2014,138.0,"Action,Adventure,Drama",tt1959490,5.8,229326
Noah,Par.,101200000.0,261399999,2014,tt2109176,Noah,Noah,2011,105.0,"Drama,Thriller",tt2109176,6.5,12
The Maze Runner,Fox,102400000.0,245900000,2014,tt1790864,The Maze Runner,The Maze Runner,2014,113.0,"Action,Mystery,Sci-Fi",tt1790864,6.8,387038
22 Jump Street,Sony,191700000.0,139600000,2014,tt2294449,22 Jump Street,22 Jump Street,2014,112.0,"Action,Comedy,Crime",tt2294449,7.0,319504
Divergent,LG/S,150900000.0,137900000,2014,tt1840309,Divergent,Divergent,2014,139.0,"Action,Adventure,Mystery",tt1840309,6.7,399703
Mr. Peabody & Sherman,Fox,111500000.0,164200000,2014,tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014,92.0,"Adventure,Animation,Comedy",tt0864835,6.8,57277
Neighbors,Uni.,150200000.0,120500000,2014,tt2004420,Neighbors,Neighbors,2014,97.0,Comedy,tt2004420,6.3,266020
Neighbors,Uni.,150200000.0,120500000,2014,tt9392532,Neighbors,Neighbors,2018,90.0,"Comedy,Drama",tt9392532,7.6,18
Exodus: Gods and Kings,Fox,65000000.0,203200000,2014,tt1528100,Exodus: Gods and Kings,Exodus: Gods and Kings,2014,150.0,"Action,Adventure,Drama",tt1528100,6.0,150858
Annabelle,WB (NL),84300000.0,172800000,2014,tt3322940,Annabelle,Annabelle,2014,99.0,"Horror,Mystery,Thriller",tt3322940,5.4,122039
The Imitation Game,Wein.,91100000.0,142400000,2014,tt2084970,The Imitation Game,The Imitation Game,2014,114.0,"Biography,Drama,Thriller",tt2084970,8.0,620834
Non-Stop,Uni.,92200000.0,130600000,2014,tt2024469,Non-Stop,Non-Stop,2014,106.0,"Action,Mystery,Thriller",tt2024469,7.0,234717
Dracula Untold,Uni.,56300000.0,160800000,2014,tt0829150,Dracula Untold,Dracula Untold,2014,92.0,"Action,Drama,Fantasy",tt0829150,6.3,164829
The Expendables 3,LGF,39300000.0,175300000,2014,tt2333784,The Expendables 3,The Expendables 3,2014,126.0,"Action,Adventure,Thriller",tt2333784,6.1,156432
Into the Woods,BV,128000000.0,85100000,2014,tt2180411,Into the Woods,Into the Woods,2014,125.0,"Adventure,Comedy,Drama",tt2180411,6.0,123577
Into the Woods,BV,128000000.0,85100000,2014,tt2191715,Into the Woods,Into the Woods,2011,,"Comedy,Musical",tt2191715,7.8,33
Into the Woods,BV,128000000.0,85100000,2014,tt2201083,Into the Woods,Into the Woods,2012,,Thriller,tt2201083,2.6,167
Journey to the West,Magn.,18100.0,205600000,2014,tt2017561,Journey to the West,Xi you: Xiang mo pian,2013,110.0,"Action,Adventure,Comedy",tt2017561,6.8,10728
Journey to the West,Magn.,18100.0,205600000,2014,tt2477866,Journey to the West,Journey to the West,2011,,"Action,Sport,War",tt2477866,5.0,19
Journey to the West,Magn.,18100.0,205600000,2014,tt3521442,Journey to the West,Xi you,2014,56.0,Drama,tt3521442,6.8,656
Need for Speed,BV,43600000.0,159700000,2014,tt2369135,Need for Speed,Need for Speed,2014,132.0,"Action,Crime,Thriller",tt2369135,6.5,154909
The Equalizer,Sony,101500000.0,90800000,2014,tt0455944,The Equalizer,The Equalizer,2014,132.0,"Action,Crime,Thriller",tt0455944,7.2,302302
Breakup Buddies,CL,778000.0,188200000,2014,tt3890264,Breakup Buddies,Xin hua lu fang,2014,116.0,"Comedy,Drama,Romance",tt3890264,6.4,1199
The Grand Budapest Hotel,FoxS,59300000.0,115500000,2014,tt2278388,The Grand Budapest Hotel,The Grand Budapest Hotel,2014,99.0,"Adventure,Comedy,Crime",tt2278388,8.1,633604
Dumb and Dumber To,Uni.,86200000.0,83600000,2014,tt2096672,Dumb and Dumber To,Dumb and Dumber To,2014,109.0,"Adventure,Comedy",tt2096672,5.6,118646
Unbroken,Uni.,115600000.0,47800000,2014,tt1809398,Unbroken,Unbroken,2014,137.0,"Biography,Drama,Sport",tt1809398,7.2,129981
The Monuments Men,Sony,78000000.0,77000000,2014,tt2177771,The Monuments Men,The Monuments Men,2014,118.0,"Comedy,Drama,History",tt2177771,6.1,117638
Ride Along,Uni.,134900000.0,19500000,2014,tt1408253,Ride Along,Ride Along,2014,99.0,"Action,Comedy,Crime",tt1408253,6.2,94529
Ride Along,Uni.,134900000.0,19500000,2014,tt2263520,Ride Along,Ride Along,2012,87.0,Action,tt2263520,4.4,14
Planes: Fire & Rescue,BV,59200000.0,92200000,2014,tt2980706,Planes: Fire & Rescue,Planes: Fire & Rescue,2014,83.0,"Adventure,Animation,Comedy",tt2980706,6.0,15273
Let's Be Cops,Fox,82400000.0,55800000,2014,tt1924435,Let's Be Cops,Let's Be Cops,2014,104.0,"Comedy,Crime",tt1924435,6.4,121633
Jack Ryan: Shadow Recruit,Par.,50600000.0,84900000,2014,tt1205537,Jack Ryan: Shadow Recruit,Jack Ryan: Shadow Recruit,2014,105.0,"Action,Drama,Thriller",tt1205537,6.2,114913
Blended,WB,46300000.0,81700000,2014,tt1086772,Blended,Blended,2014,117.0,"Comedy,Romance",tt1086772,6.5,106491
Sex Tape,Sony,38500000.0,87500000,2014,tt1956620,Sex Tape,Sex Tape,2014,94.0,"Comedy,Romance",tt1956620,5.1,100520
The Theory of Everything,Focus,35900000.0,87800000,2014,tt2980516,The Theory of Everything,The Theory of Everything,2014,123.0,"Biography,Drama,Romance",tt2980516,7.7,361534
The Nut Job,ORF,64300000.0,56600000,2014,tt1821658,The Nut Job,The Nut Job,2014,85.0,"Adventure,Animation,Comedy",tt1821658,5.7,24587
The Wind Rises,BV,5200000.0,112700000,2014,tt2013293,The Wind Rises,Kaze tachinu,2013,126.0,"Animation,Biography,Drama",tt2013293,7.8,60943
Pompeii,TriS,23200000.0,94600000,2014,tt1921064,Pompeii,Pompeii,2014,105.0,"Action,Adventure,Drama",tt1921064,5.5,100467
The Purge: Anarchy,Uni.,72000000.0,40000000,2014,tt2975578,The Purge: Anarchy,The Purge: Anarchy,2014,103.0,"Action,Horror,Sci-Fi",tt2975578,6.5,126203
The Boxtrolls,Focus,50800000.0,58400000,2014,tt0787474,The Boxtrolls,The Boxtrolls,2014,96.0,"Adventure,Animation,Comedy",tt0787474,6.8,50763
Horrible Bosses 2,WB,54400000.0,53200000,2014,tt2170439,Horrible Bosses 2,Horrible Bosses 2,2014,108.0,"Comedy,Crime",tt2170439,6.3,144442
Ouija,Uni.,50900000.0,52700000,2014,tt1204977,Ouija,Ouija,2014,89.0,"Horror,Mystery,Thriller",tt1204977,4.5,44054
Transcendence,WB,23000000.0,80000000,2014,tt2202408,Transcendence,Transcendence,2012,98.0,Drama,tt2202408,6.1,22
Transcendence,WB,23000000.0,80000000,2014,tt2209764,Transcendence,Transcendence,2014,119.0,"Action,Drama,Sci-Fi",tt2209764,6.3,204481
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,67000000.0,34400000,2014,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,81.0,"Comedy,Family",tt1698641,6.2,37325
Tammy,WB (NL),84500000.0,16000000,2014,tt2103254,Tammy,Tammy,2014,97.0,"Comedy,Romance",tt2103254,4.9,44345
Paranormal Activity: The Marked Ones,Par.,32500000.0,58400000,2014,tt2473682,Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,2014,84.0,"Horror,Mystery,Thriller",tt2473682,5.0,37147
The Hundred-Foot Journey,BV,54200000.0,34600000,2014,tt2980648,The Hundred-Foot Journey,The Hundred-Foot Journey,2014,122.0,"Comedy,Drama",tt2980648,7.3,69562
John Wick,LG/S,43000000.0,45700000,2014,tt2911666,John Wick,John Wick,2014,101.0,"Action,Crime,Thriller",tt2911666,7.4,449942
A Million Ways to Die in the West,Uni.,43100000.0,44100000,2014,tt2557490,A Million Ways to Die in the West,A Million Ways to Die in the West,2014,116.0,"Comedy,Western",tt2557490,6.1,160534
Snowpiercer,RTWC,4600000.0,82200000,2014,tt1706620,Snowpiercer,Snowpiercer,2013,126.0,"Action,Drama,Sci-Fi",tt1706620,7.1,239264
Step Up All In,LG/S,14900000.0,71300000,2014,tt2626350,Step Up All In,Step Up All In,2014,112.0,"Drama,Music,Romance",tt2626350,6.0,30420
The Judge,WB,47100000.0,37300000,2014,tt1872194,The Judge,The Judge,2014,141.0,"Crime,Drama",tt1872194,7.4,162952
The Judge,WB,47100000.0,37300000,2014,tt6246092,The Judge,The Judge,2017,76.0,Documentary,tt6246092,7.3,84
Muppets Most Wanted,BV,51200000.0,29200000,2014,tt2281587,Muppets Most Wanted,Muppets Most Wanted,2014,107.0,"Adventure,Comedy,Crime",tt2281587,6.4,29018
If I Stay,WB (NL),50500000.0,28400000,2014,tt1355630,If I Stay,If I Stay,2014,107.0,"Drama,Fantasy,Music",tt1355630,6.8,107625
"I, Frankenstein",LGF,19100000.0,52100000,2014,tt1418377,"I, Frankenstein","I, Frankenstein",2014,92.0,"Action,Fantasy,Horror",tt1418377,5.1,74910
The Attorney,WGUSA,557000.0,70000000,2014,tt3404140,The Attorney,Byeon-ho-in,2013,127.0,Drama,tt3404140,7.7,4104
Think Like a Man Too,SGem,65200000.0,5000000,2014,tt2239832,Think Like a Man Too,Think Like a Man Too,2014,106.0,"Comedy,Romance",tt2239832,5.8,18533
Brick Mansions,Rela.,20400000.0,48500000,2014,tt1430612,Brick Mansions,Brick Mansions,2014,90.0,"Action,Crime",tt1430612,5.7,37528
Son of God,Fox,59700000.0,8100000,2014,tt1805411,Son of God,Son of God,2010,80.0,Documentary,tt1805411,6.8,13
Son of God,Fox,59700000.0,8100000,2014,tt3210686,Son of God,Son of God,2014,138.0,"Biography,Drama,History",tt3210686,5.8,17606
Jersey Boys,WB,47000000.0,20600000,2014,tt1742044,Jersey Boys,Jersey Boys,2014,134.0,"Biography,Drama,Music",tt1742044,6.8,30410
The Giver,Wein.,45100000.0,21900000,2014,tt0435651,The Giver,The Giver,2014,97.0,"Drama,Romance,Sci-Fi",tt0435651,6.5,104999
Selma,Par.,52100000.0,14700000,2014,tt1020072,Selma,Selma,2014,128.0,"Biography,Drama,History",tt1020072,7.5,77633
God's Not Dead,Free,60800000.0,3900000,2014,tt2528814,God's Not Dead,God's Not Dead,2014,113.0,Drama,tt2528814,4.8,38051
Begin Again,Wein.,16200000.0,47300000,2014,tt1945037,Begin Again,Begin Again,2013,68.0,"Drama,Family",tt1945037,7.0,57
Begin Again,Wein.,16200000.0,47300000,2014,tt1980929,Begin Again,Begin Again,2013,104.0,"Comedy,Drama,Music",tt1980929,7.4,129884
The Legend of Hercules,LG/S,18800000.0,42400000,2014,tt1043726,The Legend of Hercules,The Legend of Hercules,2014,99.0,"Action,Adventure,Fantasy",tt1043726,4.2,50352
Evangelion: 3.0 You Can (Not) Redo,Elev.,175000.0,60300000,2014,tt0860907,Evangelion: 3.0 You Can (Not) Redo,Evangerion shin gekijôban: Kyu,2012,96.0,"Action,Animation,Drama",tt0860907,7.0,8215
Dolphin Tale 2,WB,42000000.0,15800000,2014,tt2978462,Dolphin Tale 2,Dolphin Tale 2,2014,107.0,"Drama,Family",tt2978462,6.4,7579
St. Vincent,Wein.,44100000.0,10700000,2014,tt2170593,St. Vincent,St. Vincent,2014,102.0,"Comedy,Drama",tt2170593,7.3,89372
A Walk Among the Tombstones,Uni.,26300000.0,26900000,2014,tt0365907,A Walk Among the Tombstones,A Walk Among the Tombstones,2014,114.0,"Action,Crime,Drama",tt0365907,6.5,105116
3 Days to Kill,Rela.,30700000.0,21900000,2014,tt2172934,3 Days to Kill,3 Days to Kill,2014,117.0,"Action,Drama,Thriller",tt2172934,6.2,81681
Magic in the Moonlight,SPC,10500000.0,40500000,2014,tt2870756,Magic in the Moonlight,Magic in the Moonlight,2014,97.0,"Comedy,Romance",tt2870756,6.6,59054
Dragon Ball Z: Battle of Gods,SV,2600000.0,47800000,2014,tt2263944,Dragon Ball Z: Battle of Gods,Dragon Ball Z: Doragon bôru Z - Kami to Kami,2013,85.0,"Action,Adventure,Animation",tt2263944,7.2,24180
Whiplash,SPC,13100000.0,35900000,2014,tt2582802,Whiplash,Whiplash,2014,106.0,"Drama,Music",tt2582802,8.5,616916
Chef,ORF,31400000.0,14500000,2014,tt2883512,Chef,Chef,2014,114.0,"Adventure,Comedy,Drama",tt2883512,7.3,173270
Chef,ORF,31400000.0,14500000,2014,tt5745450,Chef,Chef,2017,133.0,"Comedy,Drama,Family",tt5745450,5.7,1687
Earth to Echo,Rela.,38900000.0,6400000,2014,tt2183034,Earth to Echo,Earth to Echo,2014,91.0,"Adventure,Family,Sci-Fi",tt2183034,5.8,17627
Boyhood,IFC,25400000.0,19100000,2014,tt1065073,Boyhood,Boyhood,2014,165.0,Drama,tt1065073,7.9,315584
Oculus,Rela.,27700000.0,16300000,2014,tt2388715,Oculus,Oculus,2013,104.0,"Horror,Mystery",tt2388715,6.5,106906
Bang Bang,FIP,2500000.0,39500000,2014,tt1588353,Bang Bang,Bang Bang,2011,102.0,Drama,tt1588353,7.6,45
Bang Bang,FIP,2500000.0,39500000,2014,tt2905838,Bang Bang,Bang Bang,2014,153.0,"Action,Adventure,Comedy",tt2905838,5.5,19878
That Awkward Moment,Focus,26100000.0,14400000,2014,tt1800246,That Awkward Moment,That Awkward Moment,2014,94.0,"Comedy,Romance",tt1800246,6.2,92148
The Gambler,Par.,33700000.0,5600000,2014,tt1828325,The Gambler,The Gambler,2015,105.0,Drama,tt1828325,7.0,10
The Gambler,Par.,33700000.0,5600000,2014,tt2039393,The Gambler,The Gambler,2014,111.0,"Crime,Drama,Thriller",tt2039393,6.0,59995
The Gambler,Par.,33700000.0,5600000,2014,tt2843832,The Gambler,The Gambler,2013,52.0,Documentary,tt2843832,7.6,14
The Gambler,Par.,33700000.0,5600000,2014,tt2924336,The Gambler,Losejas,2013,109.0,"Drama,Thriller",tt2924336,7.2,1479
The Gambler,Par.,33700000.0,5600000,2014,tt9447594,The Gambler,The Gambler,2019,121.0,"Action,Sci-Fi,Thriller",tt9447594,6.1,10
Million Dollar Arm,BV,36500000.0,2800000,2014,tt1647668,Million Dollar Arm,Million Dollar Arm,2014,124.0,"Biography,Drama,Sport",tt1647668,7.0,41008
Nightcrawler,ORF,32400000.0,6300000,2014,tt2872718,Nightcrawler,Nightcrawler,2014,117.0,"Crime,Drama,Thriller",tt2872718,7.9,404476
Devil's Due,Fox,15800000.0,21100000,2014,tt2752758,Devil's Due,Devil's Due,2014,89.0,"Horror,Mystery,Thriller",tt2752758,4.1,15502
A Most Wanted Man,RAtt.,17200000.0,19000000,2014,tt1972571,A Most Wanted Man,A Most Wanted Man,2014,122.0,"Crime,Drama,Thriller",tt1972571,6.8,67914
The Best of Me,Rela.,26800000.0,9200000,2014,tt1972779,The Best of Me,The Best of Me,2014,118.0,"Drama,Romance",tt1972779,6.7,59750
The November Man,Rela.,25000000.0,7500000,2014,tt2402157,The November Man,The November Man,2014,108.0,"Action,Crime,Thriller",tt2402157,6.3,59293
Winter's Tale,WB,12600000.0,18500000,2014,tt1837709,Winter's Tale,Winter's Tale,2014,118.0,"Drama,Fantasy,Mystery",tt1837709,6.2,49077
When the Game Stands Tall,TriS,30100000.0,,2014,tt2247476,When the Game Stands Tall,When the Game Stands Tall,2014,115.0,"Drama,Family,Sport",tt2247476,6.7,14498
Draft Day,LG/S,28800000.0,620000,2014,tt2223990,Draft Day,Draft Day,2014,110.0,"Drama,Sport",tt2223990,6.8,48812
Big Eyes,Wein.,14500000.0,14800000,2014,tt1126590,Big Eyes,Big Eyes,2014,106.0,"Biography,Crime,Drama",tt1126590,7.0,77447
Big Eyes,Wein.,14500000.0,14800000,2014,tt4317898,Big Eyes,Big Eyes,2014,,Documentary,tt4317898,7.2,43
The Divine Move,CJ,137000.0,27800000,2014,tt3419894,The Divine Move,Sin-ui hansu,2014,118.0,"Action,Crime",tt3419894,6.7,1701
Top Five,Par.,25300000.0,800000,2014,tt2784678,Top Five,Top Five,2014,102.0,"Comedy,Romance",tt2784678,6.4,24744
And So It Goes,CE,15200000.0,10200000,2014,tt2465146,And So It Goes,And So It Goes,2014,94.0,"Comedy,Drama,Romance",tt2465146,5.8,11597
On the Other Side of the Tracks,Wein.,9600.0,25100000,2014,tt1937133,On the Other Side of the Tracks,De l'autre côté du périph,2012,96.0,"Action,Comedy,Crime",tt1937133,5.8,4370
The Players,Wein.,10900.0,24600000,2014,tt2087850,The Players,Les infidèles,2012,109.0,Comedy,tt2087850,5.3,7385
The Tale of The Princess Kaguya,GK,703000.0,23500000,2014,tt2576852,The Tale of The Princess Kaguya,Kaguyahime no monogatari,2013,137.0,"Adventure,Animation,Drama",tt2576852,8.0,29108
A Haunted House 2,ORF,17300000.0,6600000,2014,tt2828996,A Haunted House 2,A Haunted House 2,2014,86.0,"Comedy,Fantasy",tt2828996,4.7,18085
The Railway Man,Wein.,4400000.0,17900000,2014,tt2058107,The Railway Man,The Railway Man,2013,116.0,"Biography,Drama,Romance",tt2058107,7.1,34586
Mr. Turner,SPC,4000000.0,18200000,2014,tt2473794,Mr. Turner,Mr. Turner,2014,150.0,"Biography,Drama,History",tt2473794,6.8,22661
Bears,BV,17800000.0,3500000,2014,tt2458776,Bears,Bears,2014,78.0,Documentary,tt2458776,7.4,5948
Yves Saint Laurent,Wein.,724000.0,20300000,2014,tt2707858,Yves Saint Laurent,Yves Saint Laurent,2014,106.0,"Biography,Drama",tt2707858,6.2,10311
Labor Day,Par.,13400000.0,6900000,2014,tt1967545,Labor Day,Labor Day,2013,111.0,"Drama,Romance",tt1967545,6.9,39242
Legends of Oz: Dorothy's Return,CE,8500000.0,10200000,2014,tt0884726,Legends of Oz: Dorothy's Return,Legends of Oz: Dorothy's Return,2013,88.0,"Adventure,Animation,Family",tt0884726,5.5,5351
The Drop,FoxS,10700000.0,7900000,2014,tt1600196,The Drop,The Drop,2014,106.0,"Crime,Drama",tt1600196,7.1,132161
The Quiet Ones,LGF,8500000.0,9300000,2014,tt1094597,The Quiet Ones,The Quiet Ones,2010,,"Drama,Horror,Thriller",tt1094597,5.8,45
The Quiet Ones,LGF,8500000.0,9300000,2014,tt2235779,The Quiet Ones,The Quiet Ones,2014,98.0,"Horror,Mystery,Thriller",tt2235779,5.1,17967
Addicted,LGF,17400000.0,,2014,tt2205401,Addicted,Addicted,2014,106.0,"Drama,Thriller",tt2205401,5.2,7640
Calvary,FoxS,3600000.0,13300000,2014,tt2234003,Calvary,Calvary,2014,102.0,Drama,tt2234003,7.4,52266
The Pyramid,Fox,2800000.0,14100000,2014,tt2363461,The Pyramid,The Pyramid,2013,90.0,Horror,tt2363461,3.9,102
The Pyramid,Fox,2800000.0,14100000,2014,tt2799166,The Pyramid,The Pyramid,2014,89.0,"Action,Adventure,Horror",tt2799166,4.6,21364
Beyond Outrage,Magn.,3900.0,16200000,2014,tt1724962,Beyond Outrage,Autoreiji: Biyondo,2012,112.0,"Action,Crime,Drama",tt1724962,6.8,5027
Vampire Academy,Wein.,7800000.0,7600000,2014,tt1686821,Vampire Academy,Vampire Academy,2014,104.0,"Action,Comedy,Drama",tt1686821,5.5,49328
Inherent Vice,WB,8100000.0,6600000,2014,tt1791528,Inherent Vice,Inherent Vice,2014,148.0,"Comedy,Crime,Drama",tt1791528,6.7,83346
The Two Faces of January,Magn.,507000.0,13000000,2014,tt1976000,The Two Faces of January,The Two Faces of January,2014,96.0,"Romance,Thriller",tt1976000,6.2,27542
Fading Gigolo,MNE,3800000.0,9600000,2014,tt2258345,Fading Gigolo,Fading Gigolo,2013,90.0,Comedy,tt2258345,6.2,22473
Foxcatcher,SPC,12100000.0,,2014,tt1100089,Foxcatcher,Foxcatcher,2014,134.0,"Biography,Drama,Sport",tt1100089,7.0,125954
A Most Violent Year,A24,5700000.0,6300000,2014,tt2937898,A Most Violent Year,A Most Violent Year,2014,125.0,"Crime,Drama,Thriller",tt2937898,7.0,60165
One Chance,Wein.,101000.0,10800000,2014,tt1196956,One Chance,One Chance,2013,103.0,"Biography,Comedy,Drama",tt1196956,6.8,10677
Belle,FoxS,10700000.0,,2014,tt2404181,Belle,Belle,2013,100.0,"Biography,Drama,Romance",tt2404181,7.4,25780
Wetlands,Strand,59500.0,10500000,2014,tt1555218,Wetlands,Marécages,2011,111.0,Drama,tt1555218,6.9,483
Wetlands,Strand,59500.0,10500000,2014,tt2524674,Wetlands,Feuchtgebiete,2013,109.0,"Comedy,Drama",tt2524674,5.8,10321
Wetlands,Strand,59500.0,10500000,2014,tt5565254,Wetlands,Wetlands,2017,98.0,"Crime,Drama,Thriller",tt5565254,4.2,253
Moms' Night Out,TriS,10400000.0,,2014,tt3014666,Moms' Night Out,Moms' Night Out,2014,98.0,Comedy,tt3014666,5.5,12402
The Babadook,IFC,964000.0,9300000,2014,tt2321549,The Babadook,The Babadook,2014,94.0,"Drama,Horror",tt2321549,6.8,171411
Gladiators of Rome,VPD,8200.0,10100000,2014,tt1946347,Gladiators of Rome,Gladiatori di Roma,2012,94.0,"Adventure,Animation,Comedy",tt1946347,5.2,1150
Mood Indigo,Drft.,303000.0,9500000,2014,tt2027140,Mood Indigo,L'écume des jours,2013,131.0,"Comedy,Drama,Fantasy",tt2027140,6.5,14176
Venus in Fur,IFC,374000.0,8000000,2014,tt2406252,Venus in Fur,La Vénus à la fourrure,2013,96.0,Drama,tt2406252,7.2,15872
Filth,Magn.,34400.0,8300000,2014,tt1450321,Filth,Filth,2013,97.0,"Comedy,Crime,Drama",tt1450321,7.1,93591
